loss,mae,val_loss,val_mae,lr
0.4032657742500305,0.28604450821876526,0.3657231628894806,0.2786971628665924,0.001
0.3062044680118561,0.22043558955192566,0.2709699869155884,0.22089214622974396,0.001
0.23878291249275208,0.21230341494083405,0.20752841234207153,0.21014142036437988,0.001
0.1801304966211319,0.20046769082546234,0.157822385430336,0.211310014128685,0.001
0.13783478736877441,0.20158013701438904,0.1188022792339325,0.19871056079864502,0.001
0.10372716188430786,0.19764192402362823,0.09732542932033539,0.21405288577079773,0.001
0.08022677153348923,0.19456247985363007,0.07196510583162308,0.1972583830356598,0.001
0.06509953737258911,0.19482456147670746,0.06133655831217766,0.1992926150560379,0.001
0.05375919118523598,0.191087543964386,0.051002923399209976,0.19626088440418243,0.001
0.04671119898557663,0.1899084895849228,0.04436440020799637,0.1817125529050827,0.001
0.04282698035240173,0.19143208861351013,0.04355119541287422,0.18766868114471436,0.001
0.041663758456707,0.19528557360172272,0.046806078404188156,0.20014096796512604,0.001
0.03867463022470474,0.19243411719799042,0.03560787811875343,0.18597236275672913,0.001
0.035900238901376724,0.18867707252502441,0.03518243879079819,0.18158331513404846,0.001
0.03412431851029396,0.18724451959133148,0.03545217216014862,0.1873045265674591,0.001
0.032452408224344254,0.18226012587547302,0.03441654145717621,0.1918988972902298,0.001
0.03344907611608505,0.18606993556022644,0.03336569294333458,0.1812301129102707,0.001
0.03496047854423523,0.1887931078672409,0.034201886504888535,0.18200933933258057,0.001
0.03255254030227661,0.1842024177312851,0.03988282009959221,0.19797329604625702,0.001
0.03410419821739197,0.18855440616607666,0.037031468003988266,0.2017415463924408,0.001
0.029153456911444664,0.17385201156139374,0.03231876343488693,0.1804761290550232,0.0005
0.028380056843161583,0.1749899983406067,0.029232952743768692,0.17975744605064392,0.0005
0.028433319181203842,0.17596927285194397,0.03226074203848839,0.1829158216714859,0.0005
0.027930401265621185,0.17494958639144897,0.030774453654885292,0.18101884424686432,0.0005
0.027038540691137314,0.17229828238487244,0.029817931354045868,0.1775764375925064,0.0005
0.02630203776061535,0.17022134363651276,0.029757140204310417,0.18079757690429688,0.00025
0.024720188230276108,0.16644127666950226,0.028846368193626404,0.1740339696407318,0.00025
0.025605781003832817,0.17067252099514008,0.029463695362210274,0.1777348667383194,0.00025
0.025272175669670105,0.16991019248962402,0.029102372005581856,0.1781143844127655,0.00025
0.025206023827195168,0.17006921768188477,0.030271437019109726,0.18238654732704163,0.00025
0.0237303227186203,0.16303128004074097,0.028501048684120178,0.1767362803220749,0.000125
0.022981828078627586,0.16124264895915985,0.02745239995419979,0.1739857792854309,0.000125
0.022219203412532806,0.1592075228691101,0.028133679181337357,0.17478233575820923,0.000125
0.022465432062745094,0.1607884168624878,0.02933090552687645,0.18237775564193726,0.000125
0.02231730706989765,0.15952377021312714,0.02827558107674122,0.17794197797775269,0.000125
0.021360261365771294,0.1565113365650177,0.027748608961701393,0.17444919049739838,6.25e-05
0.020844578742980957,0.1546439379453659,0.027772098779678345,0.17522037029266357,6.25e-05
0.020708901807665825,0.15461406111717224,0.028551680967211723,0.176687091588974,6.25e-05
0.020354246720671654,0.1526726633310318,0.028055701404809952,0.17642463743686676,3.125e-05
0.019852979108691216,0.15098170936107635,0.028149522840976715,0.17697668075561523,3.125e-05
0.01956295408308506,0.15043434500694275,0.02819337137043476,0.1768006533384323,3.125e-05
0.01920865848660469,0.1491352617740631,0.028114816173911095,0.17754971981048584,1.5625e-05
